generic_name,therapeutic_class,action_class,treatment_area,condition,source,confidence
menotrophin,GYNAECOLOGICAL,Gonadotropin,Gynecology,PCOS,therapeutic_class,0.8
menotrophin,GYNAECOLOGICAL,Gonadotropin,Gynecology,Menstrual Disorder,therapeutic_class,0.8
degarelix,HORMONES,GNRH antagonist,Endocrinology,Hormonal Imbalance,therapeutic_class,0.8
degarelix,HORMONES,GNRH antagonist,Endocrinology,Hypothyroidism,therapeutic_class,0.8
degarelix,HORMONES,GNRH antagonist,Endocrinology,Adrenal Insufficiency,therapeutic_class,0.8
degarelix,HORMONES,GNRH antagonist,Endocrinology,Growth Disorder,therapeutic_class,0.8
mebendazole,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
mebendazole,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Infection,therapeutic_class,0.8
mebendazole,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Sepsis,therapeutic_class,0.8
daclatasvir,ANTI INFECTIVE,,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
daclatasvir,ANTI INFECTIVE,,Infectious Disease,Infection,therapeutic_class,0.8
dobutamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Hypertension,therapeutic_class,0.8
dobutamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Heart Disease,therapeutic_class,0.8
dobutamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Angina,therapeutic_class,0.8
dobutamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Arrhythmia,therapeutic_class,0.8
dobutamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Heart Failure,therapeutic_class,0.8
dobutamine,CARDIAC,Sympathomimetics agonist-Inotrope,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
trioxasalen,DERMA,Psoralen & derivative,Dermatology,Skin Infection,therapeutic_class,0.8
trioxasalen,DERMA,Psoralen & derivative,Dermatology,Dermatitis,therapeutic_class,0.8
trioxasalen,DERMA,Psoralen & derivative,Dermatology,Fungal Infection,therapeutic_class,0.8
trioxasalen,DERMA,Psoralen & derivative,Dermatology,Acne,therapeutic_class,0.8
trioxasalen,DERMA,Psoralen & derivative,Dermatology,Eczema,therapeutic_class,0.8
calcium ascorbate,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
calcium ascorbate,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
calcium ascorbate,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
doripenem,ANTI INFECTIVES,Cell wall active agent -Carbapenem,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
doripenem,ANTI INFECTIVES,Cell wall active agent -Carbapenem,Infectious Disease,Infection,therapeutic_class,0.8
doripenem,ANTI INFECTIVES,Cell wall active agent -Carbapenem,Infectious Disease,Sepsis,therapeutic_class,0.8
desoximetasone,DERMA,Glucocorticoid,Dermatology,Skin Infection,therapeutic_class,0.8
desoximetasone,DERMA,Glucocorticoid,Dermatology,Dermatitis,therapeutic_class,0.8
desoximetasone,DERMA,Glucocorticoid,Dermatology,Fungal Infection,therapeutic_class,0.8
desoximetasone,DERMA,Glucocorticoid,Dermatology,Acne,therapeutic_class,0.8
desoximetasone,DERMA,Glucocorticoid,Dermatology,Eczema,therapeutic_class,0.8
tolterodine,UROLOGY,Non selective Anticholinergic (Bladder,Urology,Benign Prostatic Hyperplasia,therapeutic_class,0.8
tolterodine,UROLOGY,Non selective Anticholinergic (Bladder,Urology,Urinary Tract Disorder,therapeutic_class,0.8
doxazosin,CARDIAC,Adrenergic receptor (alpha) antagonist- selectiv,Cardiovascular,Hypertension,therapeutic_class,0.8
doxazosin,CARDIAC,Adrenergic receptor (alpha) antagonist- selectiv,Cardiovascular,Heart Disease,therapeutic_class,0.8
doxazosin,CARDIAC,Adrenergic receptor (alpha) antagonist- selectiv,Cardiovascular,Angina,therapeutic_class,0.8
doxazosin,CARDIAC,Adrenergic receptor (alpha) antagonist- selectiv,Cardiovascular,Arrhythmia,therapeutic_class,0.8
doxazosin,CARDIAC,Adrenergic receptor (alpha) antagonist- selectiv,Cardiovascular,Heart Failure,therapeutic_class,0.8
doxazosin,CARDIAC,Adrenergic receptor (alpha) antagonist- selectiv,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
daptomycin,ANTI INFECTIVES,Cell membrane active agen,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
daptomycin,ANTI INFECTIVES,Cell membrane active agen,Infectious Disease,Infection,therapeutic_class,0.8
daptomycin,ANTI INFECTIVES,Cell membrane active agen,Infectious Disease,Sepsis,therapeutic_class,0.8
clioquinol,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
clioquinol,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
clioquinol,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
clioquinol,DERM,,Dermatology,Eczema,therapeutic_class,0.8
clioquinol,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
vitamin d,VITAMINS MINERALS NUTRIENTS,Vitamin,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
vitamin d,VITAMINS MINERALS NUTRIENTS,Vitamin,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
ramosetron,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
ramosetron,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
ramosetron,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
ramosetron,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
polyvinyl alcohol,OPHTHA,,Ophthalmology,Eye Infection,therapeutic_class,0.8
polyvinyl alcohol,OPHTHA,,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
polyvinyl alcohol,OPHTHA,,Ophthalmology,Dry Eye,therapeutic_class,0.8
didanosine,ANTI INFECTIVES,Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs),Infectious Disease,Bacterial Infection,therapeutic_class,0.8
didanosine,ANTI INFECTIVES,Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs),Infectious Disease,Infection,therapeutic_class,0.8
didanosine,ANTI INFECTIVES,Nucleoside/nucleotide reverse transcriptase inhibitors (NRTIs),Infectious Disease,Sepsis,therapeutic_class,0.8
diclofenac+linseed oil+methyl salicylate+menthol+benzyl alcohol,PAIN ANALGESIC,,Pain Management,Pain,therapeutic_class,0.8
diclofenac+linseed oil+methyl salicylate+menthol+benzyl alcohol,PAIN ANALGESIC,,Pain Management,Inflammation,therapeutic_class,0.8
diclofenac+linseed oil+methyl salicylate+menthol+benzyl alcohol,PAIN ANALGESIC,,Pain Management,Arthritis,therapeutic_class,0.8
diclofenac+linseed oil+methyl salicylate+menthol+benzyl alcohol,PAIN ANALGESIC,,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
dacarbazine,ANTI NEOPLASTICS,Alkylating agen,Oncology,Cancer,therapeutic_class,0.8
dacarbazine,ANTI NEOPLASTICS,Alkylating agen,Oncology,Malignant Tumor,therapeutic_class,0.8
dacarbazine,ANTI NEOPLASTICS,Alkylating agen,Oncology,Leukemia,therapeutic_class,0.8
decitabine,ANTI NEOPLASTICS,Antimetabolite,Oncology,Cancer,therapeutic_class,0.8
decitabine,ANTI NEOPLASTICS,Antimetabolite,Oncology,Malignant Tumor,therapeutic_class,0.8
decitabine,ANTI NEOPLASTICS,Antimetabolite,Oncology,Leukemia,therapeutic_class,0.8
diflorasone diacetate,DERMA,Topical Glucocorticoid,Dermatology,Skin Infection,therapeutic_class,0.8
diflorasone diacetate,DERMA,Topical Glucocorticoid,Dermatology,Dermatitis,therapeutic_class,0.8
diflorasone diacetate,DERMA,Topical Glucocorticoid,Dermatology,Fungal Infection,therapeutic_class,0.8
diflorasone diacetate,DERMA,Topical Glucocorticoid,Dermatology,Acne,therapeutic_class,0.8
diflorasone diacetate,DERMA,Topical Glucocorticoid,Dermatology,Eczema,therapeutic_class,0.8
darunavir,ANTI INFECTIVES,Protease (HIV) inhibitor,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
darunavir,ANTI INFECTIVES,Protease (HIV) inhibitor,Infectious Disease,Infection,therapeutic_class,0.8
darunavir,ANTI INFECTIVES,Protease (HIV) inhibitor,Infectious Disease,Sepsis,therapeutic_class,0.8
domperidone+pantoprazole,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
domperidone+pantoprazole,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
domperidone+pantoprazole,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
domperidone+pantoprazole,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
rimonabant,VITAMINS MINERALS NUTRIENTS,CB 1 Antagonis,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
rimonabant,VITAMINS MINERALS NUTRIENTS,CB 1 Antagonis,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
phenindione,BLOOD RELATED,Vitamin K antagonist,Hematology,Anemia,therapeutic_class,0.8
phenindione,BLOOD RELATED,Vitamin K antagonist,Hematology,Thrombosis,therapeutic_class,0.8
phenindione,BLOOD RELATED,Vitamin K antagonist,Hematology,Blood Clotting Disorder,therapeutic_class,0.8
phenindione,BLOOD RELATED,Vitamin K antagonist,Hematology,Deep Vein Thrombosis,therapeutic_class,0.8
univestin,PAIN ANALGESICS,Herba,Pain Management,Pain,therapeutic_class,0.8
univestin,PAIN ANALGESICS,Herba,Pain Management,Inflammation,therapeutic_class,0.8
univestin,PAIN ANALGESICS,Herba,Pain Management,Arthritis,therapeutic_class,0.8
univestin,PAIN ANALGESICS,Herba,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
adapting electrolyte solutions,BLOOD RELATED,Crystalloid,Hematology,Anemia,therapeutic_class,0.8
adapting electrolyte solutions,BLOOD RELATED,Crystalloid,Hematology,Thrombosis,therapeutic_class,0.8
adapting electrolyte solutions,BLOOD RELATED,Crystalloid,Hematology,Blood Clotting Disorder,therapeutic_class,0.8
adapting electrolyte solutions,BLOOD RELATED,Crystalloid,Hematology,Deep Vein Thrombosis,therapeutic_class,0.8
diclofenac+paracetamol+chlorzoxazone,PAIN ANALGESIC,,Pain Management,Pain,therapeutic_class,0.8
diclofenac+paracetamol+chlorzoxazone,PAIN ANALGESIC,,Pain Management,Inflammation,therapeutic_class,0.8
diclofenac+paracetamol+chlorzoxazone,PAIN ANALGESIC,,Pain Management,Arthritis,therapeutic_class,0.8
diclofenac+paracetamol+chlorzoxazone,PAIN ANALGESIC,,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
phenylephrine+chlorpheniramine maleate,RESPIRATOR,,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
phenylephrine+chlorpheniramine maleate,RESPIRATOR,,Respiratory,Cough,therapeutic_class,0.8
phenylephrine+chlorpheniramine maleate,RESPIRATOR,,Respiratory,Common Cold,therapeutic_class,0.8
phenylephrine+chlorpheniramine maleate,RESPIRATOR,,Respiratory,Nasal Congestion,therapeutic_class,0.8
phenylephrine+chlorpheniramine maleate,RESPIRATOR,,Respiratory,Bronchitis,therapeutic_class,0.8
etidronate,PAIN ANALGESICS,Bone resorption inhibitor -Bisphosphonate,Pain Management,Pain,therapeutic_class,0.8
etidronate,PAIN ANALGESICS,Bone resorption inhibitor -Bisphosphonate,Pain Management,Inflammation,therapeutic_class,0.8
etidronate,PAIN ANALGESICS,Bone resorption inhibitor -Bisphosphonate,Pain Management,Arthritis,therapeutic_class,0.8
etidronate,PAIN ANALGESICS,Bone resorption inhibitor -Bisphosphonate,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
mianserin,NEURO CNS,Noradrenergic and specific serotonergic antidepressants (NASSAs,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
mianserin,NEURO CNS,Noradrenergic and specific serotonergic antidepressants (NASSAs,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
mianserin,NEURO CNS,Noradrenergic and specific serotonergic antidepressants (NASSAs,Neurology / Psychiatry,Depression,therapeutic_class,0.8
mianserin,NEURO CNS,Noradrenergic and specific serotonergic antidepressants (NASSAs,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
mianserin,NEURO CNS,Noradrenergic and specific serotonergic antidepressants (NASSAs,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
mianserin,NEURO CNS,Noradrenergic and specific serotonergic antidepressants (NASSAs,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
miglitol,ANTI DIABETIC,Alpha-glucosidase inhibitor,Endocrine / Metabolic,Diabetes Mellitus,therapeutic_class,0.8
miglitol,ANTI DIABETIC,Alpha-glucosidase inhibitor,Endocrine / Metabolic,Type 2 Diabetes,therapeutic_class,0.8
miglitol,ANTI DIABETIC,Alpha-glucosidase inhibitor,Endocrine / Metabolic,Hyperglycemia,therapeutic_class,0.8
valethamate,PAIN ANALGESICS,Anticholinergic,Pain Management,Pain,therapeutic_class,0.8
valethamate,PAIN ANALGESICS,Anticholinergic,Pain Management,Inflammation,therapeutic_class,0.8
valethamate,PAIN ANALGESICS,Anticholinergic,Pain Management,Arthritis,therapeutic_class,0.8
valethamate,PAIN ANALGESICS,Anticholinergic,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
etanercept,PAIN ANALGESICS,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Biologic,Pain Management,Pain,therapeutic_class,0.8
etanercept,PAIN ANALGESICS,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Biologic,Pain Management,Inflammation,therapeutic_class,0.8
etanercept,PAIN ANALGESICS,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Biologic,Pain Management,Arthritis,therapeutic_class,0.8
etanercept,PAIN ANALGESICS,Disease Modifying Anti-Rheumatoid Drugs (DMARDs)- Biologic,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
omalizumab,RESPIRATORY,Anti IgE monoclonal antibodie,Respiratory,Asthma,therapeutic_class,0.8
omalizumab,RESPIRATORY,Anti IgE monoclonal antibodie,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
omalizumab,RESPIRATORY,Anti IgE monoclonal antibodie,Respiratory,COPD,therapeutic_class,0.8
omalizumab,RESPIRATORY,Anti IgE monoclonal antibodie,Respiratory,Cough,therapeutic_class,0.8
omalizumab,RESPIRATORY,Anti IgE monoclonal antibodie,Respiratory,Common Cold,therapeutic_class,0.8
omalizumab,RESPIRATORY,Anti IgE monoclonal antibodie,Respiratory,Bronchitis,therapeutic_class,0.8
rivastigmine,NEURO CN,,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
rivastigmine,NEURO CN,,Neurology / Psychiatry,Depression,therapeutic_class,0.8
rivastigmine,NEURO CN,,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
rivastigmine,NEURO CN,,Neurology / Psychiatry,Vertigo,therapeutic_class,0.8
rivastigmine,NEURO CN,,Neurology / Psychiatry,Neuropathy,therapeutic_class,0.8
propylene glycol,OPHTHA,,Ophthalmology,Eye Infection,therapeutic_class,0.8
propylene glycol,OPHTHA,,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
propylene glycol,OPHTHA,,Ophthalmology,Dry Eye,therapeutic_class,0.8
quiniodochlor,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
quiniodochlor,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Infection,therapeutic_class,0.8
quiniodochlor,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Sepsis,therapeutic_class,0.8
saccharomyces boulardii,GASTRO INTESTINAL,Probiotic,Gastroenterology,Acid Reflux,therapeutic_class,0.8
saccharomyces boulardii,GASTRO INTESTINAL,Probiotic,Gastroenterology,GERD,therapeutic_class,0.8
saccharomyces boulardii,GASTRO INTESTINAL,Probiotic,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
saccharomyces boulardii,GASTRO INTESTINAL,Probiotic,Gastroenterology,Gastritis,therapeutic_class,0.8
saccharomyces boulardii,GASTRO INTESTINAL,Probiotic,Gastroenterology,Nausea,therapeutic_class,0.8
saccharomyces boulardii,GASTRO INTESTINAL,Probiotic,Gastroenterology,Diarrhea,therapeutic_class,0.8
estriol,GYNAECOLOGICAL,Estrogen,Gynecology,Gynecological Infection,therapeutic_class,0.8
estriol,GYNAECOLOGICAL,Estrogen,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
estriol,GYNAECOLOGICAL,Estrogen,Gynecology,PCOS,therapeutic_class,0.8
estriol,GYNAECOLOGICAL,Estrogen,Gynecology,Menstrual Disorder,therapeutic_class,0.8
pinaverium bromide,GASTRO INTESTINAL,Gastro intestinal calcium antagonis,Gastroenterology,Acid Reflux,therapeutic_class,0.8
pinaverium bromide,GASTRO INTESTINAL,Gastro intestinal calcium antagonis,Gastroenterology,GERD,therapeutic_class,0.8
pinaverium bromide,GASTRO INTESTINAL,Gastro intestinal calcium antagonis,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
pinaverium bromide,GASTRO INTESTINAL,Gastro intestinal calcium antagonis,Gastroenterology,Gastritis,therapeutic_class,0.8
pinaverium bromide,GASTRO INTESTINAL,Gastro intestinal calcium antagonis,Gastroenterology,Nausea,therapeutic_class,0.8
pinaverium bromide,GASTRO INTESTINAL,Gastro intestinal calcium antagonis,Gastroenterology,Diarrhea,therapeutic_class,0.8
tenecteplase,CARDIAC,Plasminogen Activators- Thrombolytic,Cardiovascular,Hypertension,therapeutic_class,0.8
tenecteplase,CARDIAC,Plasminogen Activators- Thrombolytic,Cardiovascular,Heart Disease,therapeutic_class,0.8
tenecteplase,CARDIAC,Plasminogen Activators- Thrombolytic,Cardiovascular,Angina,therapeutic_class,0.8
tenecteplase,CARDIAC,Plasminogen Activators- Thrombolytic,Cardiovascular,Arrhythmia,therapeutic_class,0.8
tenecteplase,CARDIAC,Plasminogen Activators- Thrombolytic,Cardiovascular,Heart Failure,therapeutic_class,0.8
tenecteplase,CARDIAC,Plasminogen Activators- Thrombolytic,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
efonidipine,CARDIAC,Calcium channel blockers- Dihydropyridines (DHP,Cardiovascular,Hypertension,therapeutic_class,0.8
efonidipine,CARDIAC,Calcium channel blockers- Dihydropyridines (DHP,Cardiovascular,Heart Disease,therapeutic_class,0.8
efonidipine,CARDIAC,Calcium channel blockers- Dihydropyridines (DHP,Cardiovascular,Angina,therapeutic_class,0.8
efonidipine,CARDIAC,Calcium channel blockers- Dihydropyridines (DHP,Cardiovascular,Arrhythmia,therapeutic_class,0.8
efonidipine,CARDIAC,Calcium channel blockers- Dihydropyridines (DHP,Cardiovascular,Heart Failure,therapeutic_class,0.8
efonidipine,CARDIAC,Calcium channel blockers- Dihydropyridines (DHP,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
lactobacillus salivarius,GYNAECOLOGICA,,Gynecology,Vaginal Infection,therapeutic_class,0.8
lactobacillus salivarius,GYNAECOLOGICA,,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
levonadifloxacin,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
levonadifloxacin,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
levonadifloxacin,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
levonadifloxacin,DERM,,Dermatology,Eczema,therapeutic_class,0.8
levonadifloxacin,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
mizolastine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,Asthma,therapeutic_class,0.8
mizolastine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
mizolastine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,COPD,therapeutic_class,0.8
mizolastine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,Cough,therapeutic_class,0.8
mizolastine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,Common Cold,therapeutic_class,0.8
mizolastine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,Bronchitis,therapeutic_class,0.8
insulin lispro,ANTI DIABETIC,Insulin analogues- rapid actin,Endocrine / Metabolic,Diabetes Mellitus,therapeutic_class,0.8
insulin lispro,ANTI DIABETIC,Insulin analogues- rapid actin,Endocrine / Metabolic,Type 2 Diabetes,therapeutic_class,0.8
insulin lispro,ANTI DIABETIC,Insulin analogues- rapid actin,Endocrine / Metabolic,Hyperglycemia,therapeutic_class,0.8
pimecrolimus,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
pimecrolimus,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
pimecrolimus,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
pimecrolimus,DERM,,Dermatology,Eczema,therapeutic_class,0.8
pimecrolimus,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
eslicarbazepine,NEURO CNS,Sodium channel modulators (AED,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
eslicarbazepine,NEURO CNS,Sodium channel modulators (AED,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
eslicarbazepine,NEURO CNS,Sodium channel modulators (AED,Neurology / Psychiatry,Depression,therapeutic_class,0.8
eslicarbazepine,NEURO CNS,Sodium channel modulators (AED,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
eslicarbazepine,NEURO CNS,Sodium channel modulators (AED,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
eslicarbazepine,NEURO CNS,Sodium channel modulators (AED,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
palonosetron,GASTRO INTESTINAL,Serotonin antagonists (5-HT3 antagonists,Gastroenterology,Acid Reflux,therapeutic_class,0.8
palonosetron,GASTRO INTESTINAL,Serotonin antagonists (5-HT3 antagonists,Gastroenterology,GERD,therapeutic_class,0.8
palonosetron,GASTRO INTESTINAL,Serotonin antagonists (5-HT3 antagonists,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
palonosetron,GASTRO INTESTINAL,Serotonin antagonists (5-HT3 antagonists,Gastroenterology,Gastritis,therapeutic_class,0.8
palonosetron,GASTRO INTESTINAL,Serotonin antagonists (5-HT3 antagonists,Gastroenterology,Nausea,therapeutic_class,0.8
